itemid,locationid,transactiondate,transferquantity
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2019-07-11,-4
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-12-31,-3
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-11-16,0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-11,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-09-25,-1
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2020-01-04,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-22,0
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-06-10,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-22,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-10,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-22,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-11-21,-1
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-08-20,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-10-04,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-06,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-08-20,-11
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-07,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-01-06,-1
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-06-13,-11
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-02-28,-2
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-09-18,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-23,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-04,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-04,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-16,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-05-02,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-11,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-19,-1
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-08-05,-1
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-11-12,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-01-31,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-08-27,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-02-21,-4
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-11-08,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-11-07,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-16,-4
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2019-08-26,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-01,-8
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-10-16,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-14,116
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-23,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-01,-12
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-08,-6
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-06-04,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-07-24,29
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-28,-5
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-11-19,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-08-07,-10
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-07-09,-2
a0W5700000MYVQOEA5,a0X5700000xnRgkEAE,2019-05-07,-2
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-09-14,-6
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2018-10-31,0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-09-20,-4
a0W5700000MYVQOEA5,a0X5700000xnRgfEAE,2018-11-16,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-12-26,-7
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-11-05,-3
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-08-01,-1
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-07-26,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-08-28,-3
a0W5700000OaJ2cEAF,a0X5700001C7jz6EAB,2019-06-24,-1
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2019-06-10,19
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-09-24,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-10,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-11,-2
a0W5700000OaJ2cEAF,a0X5700000mB0JIEA0,2019-08-22,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-09-03,-2
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-12-13,-40
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-11-26,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-08-19,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-31,-3
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2019-06-19,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-02-24,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-15,-2
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-03-11,-1
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2020-01-06,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-16,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-12-31,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-13,-3
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-04-22,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-03-26,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-30,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-03-11,-4
a0W5700000MYVQOEA5,a0XD000000588bDMAQ,2019-05-06,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-14,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-08,-8
a0W5700000MYVQOEA5,a0X5700000mB0JIEA0,2018-08-08,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-26,-5
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-08-20,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-31,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-25,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-03,-5
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-12-27,0
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-05-20,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-02-23,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-21,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-25,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-13,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-11,-3
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-08-16,-2
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-06-04,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-12-23,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-30,0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-10,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-02,-18
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-04,-3
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-02-02,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-14,-10
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-15,-9
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-21,36
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-20,-6
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-17,-15
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-09-24,-2
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-06-17,20
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-06-22,-31
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-03-25,-11
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-08,-5
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-07-31,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-17,-9
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-10,-5
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-27,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-19,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-25,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-08-05,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-04-22,0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-09-13,-1
a0W5700000OaJ2cEAF,a0X5700001C7jz6EAB,2019-09-13,-1
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-07-03,-59
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2020-02-24,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-12-11,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-08-29,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-03,-16
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2020-04-23,-6
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-08-14,-1
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-04-09,0
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2019-01-24,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-12-21,-4
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-08-30,-13
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-06-26,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-21,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-04-18,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-05,-3
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-06-13,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-10-05,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-01-03,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-10-18,-1
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2018-08-14,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-13,-1
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-10-18,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-08-10,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-16,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-02-08,-7
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-23,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-27,-4
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-06-17,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-01,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-17,-16
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2018-12-07,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-09-06,19
a0W5700000OaJ2cEAF,a0X5700001C7jz6EAB,2020-03-16,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-25,-9
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-03,-9
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-11,-6
a0W5700000OaJ2cEAF,a0X5700000hcYHYEA2,2020-03-17,3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-24,-8
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-31,-3
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2019-09-26,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-08,-15
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-02,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-21,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-10-08,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-25,-20
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-21,0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-21,-3
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-05-07,0
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2019-07-26,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-17,-1
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2020-04-16,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-29,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-17,129
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-12-04,-1
a0W5700000OaJ2cEAF,a0X5700001C7jz6EAB,2019-06-25,-1
a0W5700000OaJ2cEAF,a0X5700001C7jz6EAB,2020-05-08,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-02,-1
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-07-05,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-03-13,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-12,-25
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-07-08,-3
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-10-01,-3
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-05,-34
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-23,-7
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2020-01-09,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-07,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-25,-4
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-06-18,0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-02,-20
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-08,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-12-29,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-06-14,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2020-01-09,-2
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-12-18,-14
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-14,-19
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-22,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-27,-2
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-04-23,-8
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-12-07,-6
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-30,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-01,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-09-14,-6
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-22,-2
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-06-12,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-15,-6
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-06,-38
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-01-29,-2
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2020-05-22,-2
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-10-29,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-29,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-29,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-24,-3
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-06-26,-3
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-06-24,28
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-09-06,-1
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-08-19,0
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-10-26,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-21,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-25,-9
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-03-19,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-05-30,-27
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2020-05-10,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-02,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-05,-3
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-05-09,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-15,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-31,-6
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-06-16,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-30,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-07-10,-7
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-20,-9
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-16,-9
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-03-27,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-06,-76
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-12-24,-1
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-09-16,1
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-05-02,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-09,-13
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-06-05,-13
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-12-23,34
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-05-13,0
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2018-11-16,-1
a0W5700000MYVQOEA5,a0XD000000588bDMAQ,2020-03-10,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-29,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-03,-6
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-08-02,0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-10,-5
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-05-15,-226
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-05,-57
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-14,-7
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-12-09,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-11-11,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-09,292
a0W5700000OaJ2cEAF,a0X5700001C7jz6EAB,2020-05-17,-1
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2020-04-11,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-06,-42
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-27,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-03-30,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-09-02,-3
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2020-01-19,-2
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2018-10-12,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-10-17,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-13,-2
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-06-15,0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-19,-7
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-10-08,-7
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2020-05-05,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-31,-9
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-04-24,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-11,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-30,6
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-08-10,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-22,-23
a0W5700000OaJ2cEAF,a0X5700000mB0JNEA0,2019-11-08,-5
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-01-29,-6
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-09-26,0
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-06-22,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-24,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-02-02,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-08,-1
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2019-10-14,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-08-16,0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-22,-10
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-02,-1
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-11-19,-4
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-08-01,-1
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-04-12,0
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-09-12,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-03-27,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-09-03,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-06,-11
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-01-29,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-14,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-07-23,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-19,-5
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-01,-1
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-12-02,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-08-05,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-31,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-12-13,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-15,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-06,-4
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-09-09,4
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-09-06,0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-06-20,0
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-03-28,-1
a0W5700000MYVQOEA5,a0X5700000xnRgkEAE,2018-10-17,3
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-16,-11
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-07-06,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-19,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-20,-5
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-12,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-05,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-13,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-27,-1
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2019-01-16,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-12,-3
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2019-09-16,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-04,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-12-24,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-12-11,-6
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-22,-6
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-11-28,-1
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-08-04,-1
a0W5700000MYVQOEA5,a0X5700000mB0JIEA0,2019-06-07,-7
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-06-30,-3
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-09-06,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-08,-3
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-05-27,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2018-06-08,-24
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-01-25,-2
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-11-20,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-06,-2
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-01-30,0
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-09-26,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-10,-6
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-16,77
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-12-06,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-07,-21
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-27,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-03-15,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-02-10,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-10,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-09-03,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-10,-1
