ItemId,LocationId,BalanceDate,InventoryBalance
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-04,78
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-06,76
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-07,75
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-08,74
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-14,72
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-15,71
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-17,69
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-24,68
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-25,69
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-28,70
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-29,68
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-30,69
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-31,68
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-11-04,67
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-11-06,66
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-11-08,65
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-11-25,66
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-11-26,65
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-11-28,64
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-11-29,63
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-12-04,62
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-12-16,63
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-12-28,61
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-12-30,65
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-01-07,63
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-01-10,61
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-01-12,60
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-01-16,59
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-01-18,58
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-01-20,57
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-01-21,56
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-01-25,54
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-01-28,53
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-01-30,44
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-02-01,43
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-02-03,42
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-02-07,41
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-02-10,40
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-02-11,37
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-02-14,30
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-02-24,29
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-03,23
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-04,22
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-10,20
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-16,19
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-22,18
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-23,7
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-24,6
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-25,5
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-27,4
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-29,3
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-30,2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-02,1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-04,0
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-07,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-08,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-09,-5
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-11,-6
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-13,-7
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-14,-8
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-22,-9
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-23,-10
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-30,-11
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-05-04,-11
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-05-25,-12
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-07,260
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-10,259
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-14,258
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-22,256
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-23,214
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-24,178
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-25,94
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-28,527
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-29,482
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-30,474
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-31,473
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-01,428
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-03,412
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-04,371
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-05,322
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-06,257
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-07,216
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-08,170
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-09,168
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-10,167
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-11,158
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-12,141
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-14,130
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-15,125
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-18,122
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-19,52
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-20,50
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-21,49
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-22,48
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-23,47
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-24,46
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-25,41
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-26,38
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-27,33
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-28,510
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-29,506
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-02,495
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-03,484
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-04,480
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-05,476
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-06,434
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-09,726
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-10,415
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-11,409
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-12,706
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-13,701
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-15,699
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-16,690
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-17,680
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-18,675
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-19,658
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-20,657
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-21,655
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-23,623
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-24,618
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-25,608
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-26,603
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-27,598
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-29,597
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-30,579
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-31,570
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-01,569
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-02,549
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-03,542
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-06,466
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-07,455
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-08,448
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-09,439
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-12,438
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-13,431
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-14,424
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-15,421
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-16,498
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-17,494
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-20,488
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-21,476
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-22,465
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-23,455
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-24,447
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-27,432
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-28,422
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-29,419
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-30,412
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-31,412
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-03,389
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-04,386
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-05,377
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-06,368
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-07,365
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-08,364
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-09,363
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-10,361
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-11,359
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-12,334
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-13,628
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-14,626
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-15,625
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-16,624
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-17,618
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-18,615
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-19,612
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-20,607
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-21,595
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-24,590
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-25,577
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-26,575
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-27,569
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-28,559
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-30,558
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-01,554
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-02,548
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-03,535
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-04,534
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-05,500
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-08,474
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-09,461
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-10,456
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-11,453
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-12,450
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-13,449
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-14,448
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-15,429
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-16,419
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-17,418
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-18,407
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-19,406
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-20,407
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-22,403
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-23,384
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-24,371
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-25,370
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-26,361
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-29,359
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-30,358
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-31,358
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-01,356
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-02,355
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-05,350
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-06,347
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-07,344
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-08,342
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-09,344
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-12,342
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-13,354
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-14,354
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-15,351
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-16,350
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-19,349
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-20,347
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-21,346
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-22,347
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-23,454
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-25,449
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-26,440
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-27,438
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-28,437
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-29,434
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-03,433
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-04,429
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-05,428
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-06,425
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-07,422
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-10,417
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-11,415
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-12,408
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-13,417
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-14,406
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-16,405
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-17,403
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-18,400
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-21,401
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-27,397
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-31,399
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-03,395
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-06,394
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-07,391
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-08,385
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-09,383
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-10,381
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-11,371
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-14,369
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-15,368
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-17,378
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-18,376
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-20,375
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-21,338
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-22,337
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-23,327
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-24,326
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-25,324
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-27,323
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-28,321
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-29,319
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-30,316
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-31,305
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-01,308
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-04,304
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-05,288
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-06,287
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-07,284
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-08,275
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-10,274
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-11,262
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-12,239
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-13,224
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-14,220
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-15,218
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-18,217
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-19,215
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-20,205
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-21,206
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-22,203
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-25,197
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-26,435
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-27,432
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-28,426
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-01,423
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-03,422
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-04,417
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-05,407
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-06,404
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-07,398
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-08,389
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-11,388
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-12,380
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-13,373
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-14,489
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-15,482
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-17,480
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-18,477
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-19,473
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-20,473
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-21,472
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-22,470
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-24,469
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-25,456
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-26,454
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-27,436
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-28,420
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-29,419
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-30,418
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-31,416
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-01,439
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-02,432
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-03,430
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-04,423
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-05,420
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-07,417
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-08,408
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-09,405
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-10,404
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-11,497
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-12,494
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-13,493
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-15,485
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-16,482
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-18,469
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-19,467
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-20,466
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-21,465
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-23,457
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-24,449
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-25,445
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-26,443
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-27,442
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-28,441
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-29,431
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-30,426
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-01,423
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-02,417
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-03,414
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-04,412
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-05,407
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-06,414
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-07,398
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-08,395
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-09,390
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-13,383
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-14,378
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-15,376
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-16,368
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-17,365
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-19,364
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-20,345
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-21,330
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-22,307
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-23,293
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-24,283
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-25,281
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-26,280
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-27,268
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-28,263
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-29,253
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-31,249
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-01,248
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-02,247
